id,name,sex,name_length,first_letter,cluster
1602,TREVOR,boy,6,T,2
1603,WILLEM,boy,6,W,2
1604,YIGIT,boy,5,Y,3
1605,YOEL,boy,4,Y,0
1606,ZAIDAN,boy,6,Z,2
1607,ZAIDEN,boy,6,Z,2
1608,ZAVIYAR,boy,7,Z,2
1609,ZOHAIB,boy,6,Z,2
1610,AADVIK,boy,6,A,2
1611,AARAN,boy,5,A,3
1612,AAYUSH,boy,6,A,2
1613,ADAN,boy,4,A,0
1614,ADOMAS,boy,6,A,2
1615,AKEEM,boy,5,A,3
1616,ALYAAN,boy,6,A,2
1617,ARDEN,boy,5,A,3
1618,ARSHAN,boy,6,A,2
1619,ART,boy,3,A,0
1620,AYMEN,boy,5,A,3
1621,BARNABAS,boy,8,B,1
1622,BECK,boy,4,B,0
1623,BILLY-JOE,boy,9,B,1
1624,BOAZ,boy,4,B,0
1625,BOSTON,boy,6,B,2
1626,BRYCE,boy,5,B,3
1627,CASON,boy,5,C,3
1628,COBEY,boy,5,C,3
1629,DALE,boy,4,D,0
1630,DAXTON,boy,6,D,2
1631,DEVIN,boy,5,D,3
1632,EFE,boy,3,E,0
1633,EISSA,boy,5,E,3
1634,FELIKS,boy,6,F,2
1635,FOREST,boy,6,F,2
1636,FRANEK,boy,6,F,2
1637,GIUSEPPE,boy,8,G,1
1638,GODWIN,boy,6,G,2
1639,HAMDAN,boy,6,H,2
1640,HUNTER-JAMES,boy,12,H,4
1641,HUSEYIN,boy,7,H,2
1642,IOLO,boy,4,I,0
1643,IRFAN,boy,5,I,3
1644,IZAAC,boy,5,I,3
1645,JOHANNES,boy,8,J,1
1646,JORIS,boy,5,J,3
1647,JOSHAN,boy,6,J,2
1648,KHARI,boy,5,K,3
1649,KORNEL,boy,6,K,2
1650,LANCE,boy,5,L,3
1651,LOGAN-LEE,boy,9,L,1
1652,MAHAD,boy,5,M,3
1653,MASON-LEE,boy,9,M,1
1654,MEIR,boy,4,M,0
1655,MIRAN,boy,5,M,3
1656,MIROSLAV,boy,8,M,1
1657,MIVAAN,boy,6,M,2
1658,MOHID,boy,5,M,3
1659,NALI,boy,4,N,0
1660,NEIL,boy,4,N,0
1661,NIKHIL,boy,6,N,2
1662,NOAM,boy,4,N,0
1663,OCTAVIAN,boy,8,O,1
1664,OLI,boy,3,O,0
1665,REO,boy,3,R,0
1666,RHODRI,boy,6,R,2
1667,ROBERTO,boy,7,R,2
1668,ROEL,boy,4,R,0
1669,ROGER,boy,5,R,3
1670,RUARIDH,boy,7,R,2
1671,RUDIE,boy,5,R,3
1672,SELIM,boy,5,S,3
1673,SHAI,boy,4,S,0
1674,SHAURYA,boy,7,S,2
1675,SUDAIS,boy,6,S,2
1676,TOMMY-JOE,boy,9,T,1
1677,UBAID,boy,5,U,3
1678,VARUN,boy,5,V,3
1679,WOLFGANG,boy,8,W,1
1680,YASH,boy,4,Y,0
1681,ZEBEDEE,boy,7,Z,2
1682,ZEN,boy,3,Z,0
1683,ABRAR,boy,5,A,3
1684,ADAMAS,boy,6,A,2
1685,ALASDAIR,boy,8,A,1
1686,ALDEN,boy,5,A,3
1687,ALVARO,boy,6,A,2
1688,ANDI,boy,4,A,0
1689,ANSH,boy,4,A,0
1690,ARAV,boy,4,A,0
1691,ARTIN,boy,5,A,3
1692,ASHAR,boy,5,A,3
1693,ASIM,boy,4,A,0
1694,AVIRAJ,boy,6,A,2
1695,AVRAM,boy,5,A,3
1696,BAY,boy,3,B,0
1697,BENETT,boy,6,B,2
1698,BERNARDO,boy,8,B,1
1699,BO,boy,2,B,0
1700,BOBBY-JOE,boy,9,B,1
1701,BRAYDON,boy,7,B,2
1702,CABEN,boy,5,C,3
1703,CARLTON,boy,7,C,2
1704,CASS,boy,4,C,0
1705,CEZARY,boy,6,C,2
1706,CODI,boy,4,C,0
1707,DAX,boy,3,D,0
1708,DEIO,boy,4,D,0
1709,DIVINE,boy,6,D,2
1710,DRE,boy,3,D,0
1711,EASTON,boy,6,E,2
1712,ELIEZER,boy,7,E,2
1713,ELIOTT,boy,6,E,2
1714,ELISHA,boy,6,E,2
1715,EMLYN,boy,5,E,3
1716,EVREN,boy,5,E,3
1717,FILIPPO,boy,7,F,2
1718,GIANNI,boy,6,G,2
1719,GRANT,boy,5,G,3
1720,HAMILTON,boy,8,H,1
1721,HARMAN,boy,6,H,2
1722,HARTLEY,boy,7,H,2
1723,HARVEER,boy,7,H,2
1724,HISHAM,boy,6,H,2
1725,IMAAD,boy,5,I,3
1726,IOANNIS,boy,7,I,2
1727,ISAAK,boy,5,I,3
1728,IZAAK,boy,5,I,3
1729,JAWAD,boy,5,J,3
1730,JAXEN,boy,5,J,3
1731,JAXON-JAMES,boy,11,J,4
1732,JENSON-JAMES,boy,12,J,4
1733,JOSHUA-JAMES,boy,12,J,4
1734,JOSS,boy,4,J,0
1735,JUJHAR,boy,6,J,2
1736,KAEDEN,boy,6,K,2
1737,KAILAN,boy,6,K,2
1738,KAL-EL,boy,6,K,2
1739,KAYSAN,boy,6,K,2
1740,KELVIN,boy,6,K,2
1741,KESHAV,boy,6,K,2
1742,KODA,boy,4,K,0
1743,KOREY,boy,5,K,3
1744,LARS,boy,4,L,0
1745,LINUS,boy,5,L,3
1746,MAJOR,boy,5,M,3
1747,MANVEER,boy,7,M,2
1748,MARCELO,boy,7,M,2
1749,MARLOWE,boy,7,M,2
1750,MARTIM,boy,6,M,2
1751,MICKY,boy,5,M,3
1752,MIESZKO,boy,7,M,2
1753,MUJTABA,boy,7,M,2
1754,NAEL,boy,4,N,0
1755,NASIR,boy,5,N,3
1756,NILE,boy,4,N,0
1757,ORRIN,boy,5,O,3
1758,PIETRO,boy,6,P,2
1759,PIRAN,boy,5,P,3
1760,RADU,boy,4,R,0
1761,RAIYAN,boy,6,R,2
1762,RAMI,boy,4,R,0
1763,RAYN,boy,4,R,0
1764,REGGIE-RAY,boy,10,R,1
1765,REILLY,boy,6,R,2
1766,RILEY-JAY,boy,9,R,1
1767,RISHAAN,boy,7,R,2
1768,RUHAAN,boy,6,R,2
1769,SAMARTH,boy,7,S,2
1770,SHAWN,boy,5,S,3
1771,SHAYNE,boy,6,S,2
1772,SHIVAAY,boy,7,S,2
1773,SHLOMO,boy,6,S,2
1774,STEPHAN,boy,7,S,2
1775,STEVIE,boy,6,S,2
1776,TARON,boy,5,T,3
1777,TOBIE,boy,5,T,3
1778,TRYSTAN,boy,7,T,2
1779,TZVI,boy,4,T,0
1780,WAYNE,boy,5,W,3
1781,WESTON,boy,6,W,2
1782,YAKOV,boy,5,Y,3
1783,YOUNUS,boy,6,Y,2
1784,ZAYED,boy,5,Z,3
1785,ZEV,boy,3,Z,0
1786,AALIYAN,boy,7,A,2
1787,AARISH,boy,6,A,2
1788,AHAAN,boy,5,A,3
1789,ALBION,boy,6,A,2
1790,ALEKSANDR,boy,9,A,1
1791,ARION,boy,5,A,3
1792,ASHRAF,boy,6,A,2
1793,AVRAJ,boy,5,A,3
1794,AZAIAH,boy,6,A,2
1795,BENICIO,boy,7,B,2
1796,BENYAMIN,boy,8,B,1
1797,BLAISE,boy,6,B,2
1798,CJ,boy,2,C,0
1799,CRAIG,boy,5,C,3
1800,DARSH,boy,5,D,3
1801,DONNACHA,boy,8,D,1
1802,EDUARDO,boy,7,E,2
1803,ELDON,boy,5,E,3
1804,EMILIS,boy,6,E,2
1805,FAHEEM,boy,6,F,2
1806,FAIZ,boy,4,F,0
1807,FAIZAAN,boy,7,F,2
1808,FINBAR,boy,6,F,2
1809,FINDLAY,boy,7,F,2
1810,FLAVIUS,boy,7,F,2
1811,GARETH,boy,6,G,2
1812,GEORDIE,boy,7,G,2
1813,GIAN,boy,4,G,0
1814,GIANLUCA,boy,8,G,1
1815,GUNNAR,boy,6,G,2
1816,HABIB,boy,5,H,3
1817,HAMID,boy,5,H,3
1818,HARVEY-JAMES,boy,12,H,4
1819,HAYTHAM,boy,7,H,2
1820,HENRIQUE,boy,8,H,1
1821,HIMMAT,boy,6,H,2
1822,ILYAAS,boy,6,I,2
1823,JAMAAL,boy,6,J,2
1824,JAMEEL,boy,6,J,2
1825,JASRAJ,boy,6,J,2
1826,JAYDEN-LEE,boy,10,J,1
1827,KALOYAN,boy,7,K,2
1828,KASSIUS,boy,7,K,2
1829,KEENAN,boy,6,K,2
1830,KEITH,boy,5,K,3
1831,KION,boy,4,K,0
1832,KRUZ,boy,4,K,0
1833,LOCHLANN,boy,8,L,1
1834,LUKASZ,boy,6,L,2
1835,MARCIN,boy,6,M,2
1836,MATE,boy,4,M,0
1837,MAURICE,boy,7,M,2
1838,MAXIMILIEN,boy,10,M,1
1839,MEMPHIS,boy,7,M,2
1840,MESSIAH,boy,7,M,2
1841,MUHSIN,boy,6,M,2
1842,NICKOLAS,boy,8,N,1
1843,ORYN,boy,4,O,0
1844,OTHNIEL,boy,7,O,2
1845,PAYTON,boy,6,P,2
1846,RAFAY,boy,5,R,3
1847,RAGNAR,boy,6,R,2
1848,RAMSEY,boy,6,R,2
1849,RASHID,boy,6,R,2
1850,REMUS,boy,5,R,3
1851,RICCO,boy,5,R,3
1852,RION,boy,4,R,0
1853,ROSSI,boy,5,R,3
1854,RUI,boy,3,R,0
1855,SALIM,boy,5,S,3
1856,SAMEER,boy,6,S,2
1857,SERGIO,boy,6,S,2
1858,SHAYLAN,boy,7,S,2
1859,SHLOIME,boy,7,S,2
1860,TAYLEN,boy,6,T,2
1861,THEODOROS,boy,9,T,1
1862,TIERNAN,boy,7,T,2
1863,TIM,boy,3,T,0
1864,TOMMY-JAMES,boy,11,T,4
1865,TOMMY-JAY,boy,9,T,1
1866,TUCKER,boy,6,T,2
1867,VASILE,boy,6,V,2
1868,WILFRID,boy,7,W,2
1869,YAQOOB,boy,6,Y,2
1870,YOUCEF,boy,6,Y,2
1871,YUNIS,boy,5,Y,3
1872,ZACHARIA,boy,8,Z,1
1873,ZACKERY,boy,7,Z,2
1874,ZAINE,boy,5,Z,3
1875,AARIN,boy,5,A,3
1876,ABID,boy,4,A,0
1877,ADEL,boy,4,A,0
1878,AERON,boy,5,A,3
1879,AGAM,boy,4,A,0
1880,ALP,boy,3,A,0
1881,ALPHA,boy,5,A,3
1882,ANDREY,boy,6,A,2
1883,ANDRZEJ,boy,7,A,2
1884,ANISH,boy,5,A,3
1885,ARDA,boy,4,A,0
1886,ARMIN,boy,5,A,3
1887,ARSH,boy,4,A,0
1888,ASAD,boy,4,A,0
1889,AYLAN,boy,5,A,3
1890,AZAN,boy,4,A,0
1891,AZEEM,boy,5,A,3
1892,AZIZ,boy,4,A,0
1893,BAWAN,boy,5,B,3
1894,BENSON,boy,6,B,2
1895,BOBBI,boy,5,B,3
1896,BOBI,boy,4,B,0
1897,BRAX,boy,4,B,0
1898,BRAY,boy,4,B,0
1899,BRODI,boy,5,B,3
1900,BURHAN,boy,6,B,2
1901,CAIUS,boy,5,C,3
1902,CHESKY,boy,6,C,2
1903,COBEN,boy,5,C,3
1904,CONSTANTINE,boy,11,C,4
1905,CORBYN,boy,6,C,2
1906,DEMIR,boy,5,D,3
1907,DHILLON,boy,7,D,2
1908,DILLAN,boy,6,D,2
1909,DIMITRIOS,boy,9,D,1
1910,DIOGO,boy,5,D,3
1911,DONALD,boy,6,D,2
1912,DRAKE,boy,5,D,3
1913,EBENEZER,boy,8,E,1
1914,EMYR,boy,4,E,0
1915,ENNIS,boy,5,E,3
1916,EVANDER,boy,7,E,2
1917,EZEL,boy,4,E,0
1918,FERNANDO,boy,8,F,1
1919,FILIPPOS,boy,8,F,1
1920,FINLEE,boy,6,F,2
1921,FLOYD,boy,5,F,3
1922,FRANKIE-LEE,boy,11,F,4
1923,FREDERICO,boy,9,F,1
1924,GAVIN,boy,5,G,3
1925,GILES,boy,5,G,3
1926,GURTAJ,boy,6,G,2
1927,GURVEER,boy,7,G,2
1928,GUSTAS,boy,6,G,2
1929,GWION,boy,5,G,3
1930,ILYA,boy,4,I,0
1931,IMMANUEL,boy,8,I,1
1932,ION,boy,3,I,0
1933,ISHMAEL,boy,7,I,2
1934,IUSTIN,boy,6,I,2
1935,IVAAN,boy,5,I,3
1936,JACOBY,boy,6,J,2
1937,JAK,boy,3,J,0
1938,JAYDEN-JAMES,boy,12,J,4
1939,JIBRIL,boy,6,J,2
1940,JUN,boy,3,J,0
1941,KAL,boy,3,K,0
1942,KALLUM,boy,6,K,2
1943,KAMERON,boy,7,K,2
1944,KAYDON,boy,6,K,2
1945,KAYLEB,boy,6,K,2
1946,KEAGAN,boy,6,K,2
1947,KOEN,boy,4,K,0
1948,KRAY,boy,4,K,0
1949,KRISHAN,boy,7,K,2
1950,KRISTIYAN,boy,9,K,1
1951,LEX,boy,3,L,0
1952,LLEWELYN,boy,8,L,1
1953,LUCUS,boy,5,L,3
1954,MACAULAY,boy,8,M,1
1955,MAKAI,boy,5,M,3
1956,MALAKI,boy,6,M,2
1957,MANNY,boy,5,M,3
1958,MARKO,boy,5,M,3
1959,MATEEN,boy,6,M,2
1960,MIRZA,boy,5,M,3
1961,MORDECHAI,boy,9,M,1
1962,NICOLO,boy,6,N,2
1963,NIXON,boy,5,N,3
1964,NORBERT,boy,7,N,2
1965,OLUWATOBI,boy,9,O,1
1966,OLUWATOBILOBA,boy,13,O,4
1967,OSKARAS,boy,7,O,2
1968,PAOLO,boy,5,P,3
1969,REIS,boy,4,R,0
1970,ROYCE,boy,5,R,3
1971,SAIFULLAH,boy,9,S,1
1972,SAJID,boy,5,S,3
1973,SALIH,boy,5,S,3
1974,SAMUELE,boy,7,S,2
1975,SAMUIL,boy,6,S,2
1976,SENAN,boy,5,S,3
1977,SIRAJ,boy,5,S,3
1978,TAI,boy,3,T,0
1979,THADDEUS,boy,8,T,1
1980,TOMMASO,boy,7,T,2
1981,TRENT,boy,5,T,3
1982,VIYAN,boy,5,V,3
1983,WILLIS,boy,6,W,2
1984,WILLOUGHBY,boy,10,W,1
1985,YAD,boy,3,Y,0
1986,YASER,boy,5,Y,3
1987,YITZCHOK,boy,8,Y,1
1988,ZAKIR,boy,5,Z,3
1989,ZIAD,boy,4,Z,0
1990,ZOHAN,boy,5,Z,3
1991,ABDUL-AHAD,boy,10,A,1
1992,ABDUR-RAHEEM,boy,12,A,4
1993,ABDURAHMAN,boy,10,A,1
1994,AJUS,boy,4,A,0
1995,ALFIE-RAY,boy,9,A,1
1996,ALONZO,boy,6,A,2
1997,AMAAR,boy,5,A,3
1998,AMMAAR,boy,6,A,2
1999,ARMANI,boy,6,A,2
2000,ARNAS,boy,5,A,3
2001,ARO,boy,3,A,0
2002,ARRON,boy,5,A,3
2003,ARSALAN,boy,7,A,2
2004,ARUSH,boy,5,A,3
2005,ATTILA,boy,6,A,2
2006,BRAYAN,boy,6,B,2
2007,BRENDON,boy,7,B,2
2008,BRODEY,boy,6,B,2
2009,CARTER-LEE,boy,10,C,1
2010,CHAY,boy,4,C,0
2011,CODIE,boy,5,C,3
2012,DANE,boy,4,D,0
2013,DANIAL,boy,6,D,2
2014,DARRAGH,boy,7,D,2
2015,DARYAN,boy,6,D,2
2016,DAYTON,boy,6,D,2
2017,DESMOND,boy,7,D,2
2018,DEVANSH,boy,7,D,2
2019,DHIAAN,boy,6,D,2
2020,DOV,boy,3,D,0
2021,EDOARDO,boy,7,E,2
2022,ELIA,boy,4,E,0
2023,ELIGH,boy,5,E,3
2024,ELIYAS,boy,6,E,2
2025,FENTON,boy,6,F,2
2026,FLORIN,boy,6,F,2
2027,FORD,boy,4,F,0
2028,FREDDIE-LEE,boy,11,F,4
2029,GEORGIO,boy,7,G,2
2030,GERALD,boy,6,G,2
2031,GRZEGORZ,boy,8,G,1
2032,GUTO,boy,4,G,0
2033,HAMAD,boy,5,H,3
2034,HANZALAH,boy,8,H,1
2035,HAWLEY,boy,6,H,2
2036,HENRY-JAMES,boy,11,H,4
2037,HUDHAYFAH,boy,9,H,1
2038,HUSAYN,boy,6,H,2
2039,ILAN,boy,4,I,0
2040,INDIGO,boy,6,I,2
2041,IZYAN,boy,5,I,3
2042,JAXXON,boy,6,J,2
2043,JIM,boy,3,J,0
2044,JOACHIM,boy,7,J,2
2045,JOSEFF,boy,6,J,2
2046,JOZIAH,boy,6,J,2
2047,KAIDEN-LEE,boy,10,K,1
2048,KALEN,boy,5,K,3
2049,KAYDAN,boy,6,K,2
2050,KELLAN,boy,6,K,2
2051,LEANDER,boy,7,L,2
2052,LENNARD,boy,7,L,2
2053,LINDEN,boy,6,L,2
2054,MAHAMED,boy,7,M,2
2055,MEKHI,boy,5,M,3
2056,MIKA,boy,4,M,0
2057,MIRAC,boy,5,M,3
2058,MOIZ,boy,4,M,0
2059,MOOSA,boy,5,M,3
2060,MUHAMMAD-YUSUF,boy,14,M,4
2061,MURRAY,boy,6,M,2
2062,MUZAMMIL,boy,8,M,1
2063,NEYMAR,boy,6,N,2
2064,NIHAAL,boy,6,N,2
2065,NOOR,boy,4,N,0
2066,OAKLEE,boy,6,O,2
2067,OLAOLUWA,boy,8,O,1
2068,ORESTIS,boy,7,O,2
2069,ORHAN,boy,5,O,3
2070,OTHMAN,boy,6,O,2
2071,OUSMAN,boy,6,O,2
2072,PARAM,boy,5,P,3
2073,PHINEAS,boy,7,P,2
2074,QUINLAN,boy,7,Q,2
2075,RADLEY,boy,6,R,2
2076,RENE,boy,4,R,0
2077,REXFORD,boy,7,R,2
2078,RIHAAN,boy,6,R,2
2079,RIZWAN,boy,6,R,2
2080,ROMARIO,boy,7,R,2
2081,RYDEN,boy,5,R,3
2082,SALEM,boy,5,S,3
2083,SHAHEER,boy,7,S,2
2084,SHMUEL,boy,6,S,2
2085,SHREYAN,boy,7,S,2
2086,STERLING,boy,8,S,1
2087,STORM,boy,5,S,3
2088,SUFIYAN,boy,7,S,2
2089,SUHAAN,boy,6,S,2
2090,SUKHRAJ,boy,7,S,2
2091,SYLVESTER,boy,9,S,1
2092,TAMIM,boy,5,T,3
2093,TAYO,boy,4,T,0
2094,TEJAS,boy,5,T,3
2095,TIAN,boy,4,T,0
2096,TIGER,boy,5,T,3
2097,TITUS,boy,5,T,3
2098,TOPRAK,boy,6,T,2
2099,UBAYD,boy,5,U,3
2100,UMER,boy,4,U,0
2101,VLADISLAV,boy,9,V,1
2102,WOLFE,boy,5,W,3
2103,XAVI,boy,4,X,0
2104,YACOUB,boy,6,Y,2
2105,YAQOUB,boy,6,Y,2
2106,YASSINE,boy,7,Y,2
2107,ZAHIR,boy,5,Z,3
2108,ZARRAR,boy,6,Z,2
2109,ZEUS,boy,4,Z,0
2110,ZOHAAN,boy,6,Z,2
2111,ZUBAIR,boy,6,Z,2
2112,AADITYA,boy,7,A,2
2113,AARIYAN,boy,7,A,2
2114,ABDULMALIK,boy,10,A,1
2115,ADRIANO,boy,7,A,2
2116,AJAN,boy,4,A,0
2117,AJEET,boy,5,A,3
2118,AKAAL,boy,5,A,3
2119,AKIRA,boy,5,A,3
2120,ALFIE-GEORGE,boy,12,A,4
2121,ALIN,boy,4,A,0
2122,AMJAD,boy,5,A,3
2123,AMRIT,boy,5,A,3
2124,ANAKIN,boy,6,A,2
2125,ANAND,boy,5,A,3
2126,ANWAR,boy,5,A,3
2127,ARCHIE-RAY,boy,10,A,1
2128,ARIE,boy,4,A,0
2129,ARIF,boy,4,A,0
2130,ARIJUS,boy,6,A,2
2131,ARLO-JAMES,boy,10,A,1
2132,ARNO,boy,4,A,0
2133,AZIM,boy,4,A,0
2134,BASIL,boy,5,B,3
2135,BASSAM,boy,6,B,2
2136,BECKETT,boy,7,B,2
2137,BENAIAH,boy,7,B,2
2138,BILLY-RAY,boy,9,B,1
2139,BOBBY-LEE,boy,9,B,1
2140,BRAM,boy,4,B,0
2141,CAOLAN,boy,6,C,2
2142,CARTER-JAY,boy,10,C,1
2143,CODY-LEE,boy,8,C,1
2144,COLBIE,boy,6,C,2
2145,DANIELE,boy,7,D,2
2146,DANYAAL,boy,7,D,2
2147,DAUD,boy,4,D,0
2148,DAVIDE,boy,6,D,2
2149,DEMPSEY,boy,7,D,2
2150,DEONTAY,boy,7,D,2
2151,EESAA,boy,5,E,3
2152,EHAN,boy,4,E,0
2153,EMILIAN,boy,7,E,2
2154,ERON,boy,4,E,0
2155,ESHAAN,boy,6,E,2
2156,FABIO,boy,5,F,3
2157,FARES,boy,5,F,3
2158,FINLEY-JAMES,boy,12,F,4
2159,FINNLAY,boy,7,F,2
2160,FYNLEY,boy,6,F,2
2161,GENESIS,boy,7,G,2
2162,GRACJAN,boy,7,G,2
2163,GRAHAM,boy,6,G,2
2164,GUSTAVO,boy,7,G,2
2165,HAIDEN,boy,6,H,2
2166,HANZALA,boy,7,H,2
2167,HARLIE,boy,6,H,2
2168,HORATIO,boy,7,H,2
2169,HUD,boy,3,H,0
2170,IKRAM,boy,5,I,3
2171,IONATAN,boy,7,I,2
2172,ISAAC-JAMES,boy,11,I,4
2173,ISAAQ,boy,5,I,3
2174,JACK-JUNIOR,boy,11,J,4
2175,JACOBI,boy,6,J,2
2176,JAHMARI,boy,7,J,2
2177,JAMIL,boy,5,J,3
2178,JIBRAN,boy,6,J,2
2179,JIDENNA,boy,7,J,2
2180,JOAQUIN,boy,7,J,2
2181,JORDI,boy,5,J,3
2182,KACEY,boy,5,K,3
2183,KAILEN,boy,6,K,2
2184,KAITO,boy,5,K,3
2185,KALEM,boy,5,K,3
2186,KASPAR,boy,6,K,2
2187,KEMAL,boy,5,K,3
2188,KLAYTON,boy,7,K,2
2189,KORDIAN,boy,7,K,2
2190,KORI,boy,4,K,0
2191,LARSON,boy,6,L,2
2192,LAWI,boy,4,L,0
2193,LAWY,boy,4,L,0
2194,LEVENTE,boy,7,L,2
2195,LEWYS,boy,5,L,3
2196,LINCOLN-JAMES,boy,13,L,4
2197,LOIC,boy,4,L,0
2198,LORIK,boy,5,L,3
2199,MABON,boy,5,M,3
2200,MAKS,boy,4,M,0
2201,MANVIR,boy,6,M,2
2202,MARCOS,boy,6,M,2
2203,MARIAN,boy,6,M,2
2204,MARKUSS,boy,7,M,2
2205,MICHEAL,boy,7,M,2
2206,MIRON,boy,5,M,3
2207,MORRIS,boy,6,M,2
2208,MUAAZ,boy,5,M,3
2209,MUHAMAD,boy,7,M,2
2210,MUHAMMAD-ALI,boy,12,M,4
2211,MUHAMMAD-MUSA,boy,13,M,4
2212,MURAD,boy,5,M,3
2213,MYRON,boy,5,M,3
2214,NAEEM,boy,5,N,3
2215,NAHOM,boy,5,N,3
2216,NICOLAE,boy,7,N,2
2217,NIRVAIR,boy,7,N,2
2218,NIVAAN,boy,6,N,2
2219,NOE,boy,3,N,0
2220,NORMAN,boy,6,N,2
2221,OM,boy,2,O,0
2222,OSINACHI,boy,8,O,1
2223,PARIS,boy,5,P,3
2224,PEREZ,boy,5,P,3
2225,PETAR,boy,5,P,3
2226,PEYTON,boy,6,P,2
2227,PORTER,boy,6,P,2
2228,RADVIN,boy,6,R,2
2229,RALFIE,boy,6,R,2
2230,REEVE,boy,5,R,3
2231,RENLEY,boy,6,R,2
2232,RIAZ,boy,4,R,0
2233,RONIN,boy,5,R,3
2234,RYLAN,boy,5,R,3
2235,SAHIR,boy,5,S,3
2236,SAUD,boy,4,S,0
2237,SHAHZAIB,boy,8,S,1
2238,SHELDON,boy,7,S,2
2239,STEFANO,boy,7,S,2
2240,STEFANOS,boy,8,S,1
2241,STIRLING,boy,8,S,1
2242,TADEUSZ,boy,7,T,2
2243,TAHMID,boy,6,T,2
2244,TAYYAB,boy,6,T,2
2245,TEDDI,boy,5,T,3
2246,THIERRY,boy,7,T,2
2247,THORIN,boy,6,T,2
2248,TYE,boy,3,T,0
2249,URIEL,boy,5,U,3
2250,VASCO,boy,5,V,3
2251,VICENTE,boy,7,V,2
2252,VIRAAJ,boy,6,V,2
2253,WATSON,boy,6,W,2
2254,WILIAM,boy,6,W,2
2255,YACINE,boy,6,Y,2
2256,YAMAN,boy,5,Y,3
2257,YOSSI,boy,5,Y,3
2258,ZUBAYR,boy,6,Z,2
2259,AAHAN,boy,5,A,3
2260,ABDUL-HAADI,boy,11,A,4
2261,ABDULHADI,boy,9,A,1
2262,ABE,boy,3,A,0
2263,ADI,boy,3,A,0
2264,ADRIEN,boy,6,A,2
2265,AJIT,boy,4,A,0
2266,AL,boy,2,A,0
2267,ALARIC,boy,6,A,2
2268,ALBAN,boy,5,A,3
2269,ALBIE-JAMES,boy,11,A,4
2270,ALEKSS,boy,6,A,2
2271,ALMIR,boy,5,A,3
2272,ALONSO,boy,6,A,2
2273,ALPEREN,boy,7,A,2
2274,ANDERS,boy,6,A,2
2275,ANDRES,boy,6,A,2
2276,ANEIRIN,boy,7,A,2
2277,ARAFAT,boy,6,A,2
2278,ARAM,boy,4,A,0
2279,ARBER,boy,5,A,3
2280,AREEB,boy,5,A,3
2281,ARTEM,boy,5,A,3
2282,AUM,boy,3,A,0
2283,AVIEL,boy,5,A,3
2284,AVYAAN,boy,6,A,2
2285,BARRY,boy,5,B,3
2286,BARTHOLOMEW,boy,11,B,4
2287,BARTLOMIEJ,boy,10,B,1
2288,BERAT,boy,5,B,3
2289,BLAIR,boy,5,B,3
2290,BRAN,boy,4,B,0
2291,BRENNAN,boy,7,B,2
2292,BRODY-LEE,boy,9,B,1
2293,BROOKS,boy,6,B,2
2294,BURHANUDDIN,boy,11,B,4
2295,CAEDEN,boy,6,C,2
2296,CATALIN,boy,7,C,2
2297,CEDAR,boy,5,C,3
2298,CESAR,boy,5,C,3
2299,CHIDUBEM,boy,8,C,1
2300,COLSON,boy,6,C,2
2301,CONALL,boy,6,C,2
2302,CORIN,boy,5,C,3
2303,CULLEN,boy,6,C,2
2304,DARCY,boy,5,D,3
2305,DASHIELL,boy,8,D,1
2306,DAVIS,boy,5,D,3
2307,DEANDRE,boy,7,D,2
2308,DENNIE,boy,6,D,2
2309,DEON,boy,4,D,0
2310,DEVEN,boy,5,D,3
2311,DILRAJ,boy,6,D,2
2312,EDOUARD,boy,7,E,2
2313,EDWYN,boy,5,E,3
2314,EHAAN,boy,5,E,3
2315,ELIJAH-JAMES,boy,12,E,4
2316,ELLIAS,boy,6,E,2
2317,ELYAN,boy,5,E,3
2318,ETHAN-JAMES,boy,11,E,4
2319,FARAZ,boy,5,F,3
2320,FARLEY,boy,6,F,2
2321,FELIPE,boy,6,F,2
2322,FILIPE,boy,6,F,2
2323,FINIAN,boy,6,F,2
2324,FINNEGAN,boy,8,F,1
2325,FREDDIE-JAMES,boy,13,F,4
2326,GASPARD,boy,7,G,2
2327,GIACOMO,boy,7,G,2
2328,GIULIO,boy,6,G,2
2329,GORDON,boy,6,G,2
2330,GURBAAZ,boy,7,G,2
2331,GUSTAV,boy,6,G,2
2332,HAKIM,boy,5,H,3
2333,HARLYN,boy,6,H,2
2334,HARVIE,boy,6,H,2
2335,HAYYAN,boy,6,H,2
2336,ILIAS,boy,5,I,3
2337,IMAAN,boy,5,I,3
2338,IREOLUWA,boy,8,I,1
2339,JAFAR,boy,5,J,3
2340,JASIAH,boy,6,J,2
2341,JIBRAEEL,boy,8,J,1
2342,JOAQUIM,boy,7,J,2
2343,JOBAN,boy,5,J,3
2344,JOHANN,boy,6,J,2
2345,JOTHAM,boy,6,J,2
2346,JULIO,boy,5,J,3
2347,KAELEN,boy,6,K,2
2348,KAIRON,boy,6,K,2
2349,KAISAN,boy,6,K,2
2350,KAIZER,boy,6,K,2
2351,KAMALI,boy,6,K,2
2352,KAYDE,boy,5,K,3
2353,KENNEDY,boy,7,K,2
2354,KHAI,boy,4,K,0
2355,KHUSH,boy,5,K,3
2356,KORBEN,boy,6,K,2
2357,KRIS,boy,4,K,0
2358,KRISTUPAS,boy,9,K,1
2359,KYRELL,boy,6,K,2
2360,LAKEN,boy,5,L,3
